NAME,GEO_ID,pop_total_3_plus,college_grad_18_24,state,county,County,State,Year,college_3_plus,grad_prof_3_plus,gini,income,population,LAUS,County Name/State Abbreviation,force,employed,unemployed,unemployment,college_grad_18_24D,college_3_plusD,grad_prof_3_plusD,log10_income
"Baldwin County, Alabama",0500000US01003,42673.0,32.4,1,3,Baldwin County,Alabama,2010,17.2,4.3,0.439,50147.0,175791,CN0100300000000,"Baldwin County, AL",83551,75283,8268,9.9,0.324,0.172,0.043,4.700253617191251
"Baldwin County, Alabama",0500000US01003,43055.0,28.2,1,3,Baldwin County,Alabama,2011,17.7,1.3,0.437,51321.0,179523,CN0100300000000,"Baldwin County, AL",85077,77459,7618,9.0,0.282,0.177,0.013000000000000001,4.71030357233343
"Baldwin County, Alabama",0500000US01003,44159.0,41.1,1,3,Baldwin County,Alabama,2012,22.2,2.0,0.4364,50706.0,183226,CN0100300000000,"Baldwin County, AL",84507,77973,6534,7.7,0.41100000000000003,0.222,0.02,4.705067916957132
"Baldwin County, Alabama",0500000US01003,42227.0,21.5,1,3,Baldwin County,Alabama,2013,12.9,2.6,0.4455,50221.0,187114,CN0100300000000,"Baldwin County, AL",85206,79466,5740,6.7,0.215,0.129,0.026000000000000002,4.700894003710806
"Baldwin County, Alabama",0500000US01003,45836.0,27.1,1,3,Baldwin County,Alabama,2014,15.0,6.6,0.4517,50183.0,191205,CN0100300000000,"Baldwin County, AL",86546,81265,5281,6.1,0.271,0.15,0.066,4.700565274529278
"Baldwin County, Alabama",0500000US01003,44872.0,30.1,1,3,Baldwin County,Alabama,2015,14.0,2.9,0.4564,50254.0,195121,CN0100300000000,"Baldwin County, AL",87493,82619,4874,5.6,0.301,0.14,0.028999999999999998,4.701179277324034
"Baldwin County, Alabama",0500000US01003,46501.0,33.4,1,3,Baldwin County,Alabama,2016,17.5,2.5,0.4608,51365.0,199510,CN0100300000000,"Baldwin County, AL",89778,84972,4806,5.4,0.33399999999999996,0.175,0.025,4.710675747434186
"Baldwin County, Alabama",0500000US01003,45966.0,23.8,1,3,Baldwin County,Alabama,2017,14.4,2.6,0.4618,52562.0,203360,CN0100300000000,"Baldwin County, AL",93152,89286,3866,4.2,0.23800000000000002,0.14400000000000002,0.026000000000000002,4.7206801443421424
"Baldwin County, Alabama",0500000US01003,45480.0,27.2,1,3,Baldwin County,Alabama,2018,11.9,2.4,0.4609,55962.0,208107,CN0100300000000,"Baldwin County, AL",96235,92734,3501,3.6,0.272,0.11900000000000001,0.024,4.747900987601837
"Baldwin County, Alabama",0500000US01003,47583.0,26.2,1,3,Baldwin County,Alabama,2019,17.7,3.4,0.4587,58320.0,212830,CN0100300000000,"Baldwin County, AL",98965,96069,2896,2.9,0.262,0.177,0.034,4.765824961996451
"Calhoun County, Alabama",0500000US01015,30222.0,42.5,1,15,Calhoun County,Alabama,2010,24.0,3.7,0.453,38407.0,117149,CN0101500000000,"Calhoun County, AL",51577,45798,5779,11.2,0.425,0.24,0.037000000000000005,4.58442169296111
"Calhoun County, Alabama",0500000US01015,29945.0,48.9,1,15,Calhoun County,Alabama,2011,27.2,2.7,0.454,39467.0,117614,CN0101500000000,"Calhoun County, AL",51271,45986,5285,10.3,0.489,0.272,0.027000000000000003,4.59624511953028
"Calhoun County, Alabama",0500000US01015,29567.0,42.0,1,15,Calhoun County,Alabama,2012,26.6,2.5,0.4532,40093.0,117834,CN0101500000000,"Calhoun County, AL",49717,45196,4521,9.1,0.42,0.266,0.025,4.603079386040232
"Calhoun County, Alabama",0500000US01015,29527.0,44.0,1,15,Calhoun County,Alabama,2013,25.7,1.5,0.4594,39962.0,117714,CN0101500000000,"Calhoun County, AL",48381,44068,4313,8.9,0.44,0.257,0.015,4.60165808302094
"Calhoun County, Alabama",0500000US01015,28605.0,45.4,1,15,Calhoun County,Alabama,2014,25.1,4.0,0.4545,40919.0,117186,CN0101500000000,"Calhoun County, AL",47321,43562,3759,7.9,0.45399999999999996,0.251,0.04,4.611935625040123
"Calhoun County, Alabama",0500000US01015,27912.0,39.1,1,15,Calhoun County,Alabama,2015,22.0,2.5,0.4464,41703.0,116648,CN0101500000000,"Calhoun County, AL",45808,42566,3242,7.1,0.391,0.22,0.025,4.620177711918963
"Calhoun County, Alabama",0500000US01015,27731.0,40.3,1,15,Calhoun County,Alabama,2016,24.3,2.7,0.4543,41954.0,115883,CN0101500000000,"Calhoun County, AL",45450,42470,2980,6.6,0.40299999999999997,0.243,0.027000000000000003,4.622783725427208
"Calhoun County, Alabama",0500000US01015,26916.0,34.9,1,15,Calhoun County,Alabama,2017,21.3,4.4,0.4629,43686.0,115527,CN0101500000000,"Calhoun County, AL",46304,43960,2344,5.1,0.349,0.213,0.044000000000000004,4.64035222259514
"Calhoun County, Alabama",0500000US01015,26133.0,42.4,1,15,Calhoun County,Alabama,2018,22.8,3.6,0.4676,45197.0,115098,CN0101500000000,"Calhoun County, AL",46800,44636,2164,4.6,0.424,0.228,0.036000000000000004,4.655119217816228
"Calhoun County, Alabama",0500000US01015,26109.0,55.4,1,15,Calhoun County,Alabama,2019,27.2,3.6,0.4633,47255.0,114618,CN0101500000000,"Calhoun County, AL",46828,45076,1752,3.7,0.5539999999999999,0.272,0.036000000000000004,4.674456957849724
"Cullman County, Alabama",0500000US01043,20730.0,36.4,1,43,Cullman County,Alabama,2010,22.3,1.8,0.445,38567.0,79941,CN0104300000000,"Cullman County, AL",35983,32272,3711,10.3,0.364,0.223,0.018000000000000002,4.586227118474951
"Cullman County, Alabama",0500000US01043,19684.0,39.7,1,43,Cullman County,Alabama,2011,19.8,3.1,0.4458,38703.0,80246,CN0104300000000,"Cullman County, AL",35673,32295,3378,9.5,0.397,0.198,0.031,4.587755851017804
"Cullman County, Alabama",0500000US01043,17316.0,27.3,1,43,Cullman County,Alabama,2012,19.3,0.8,0.4471,39244.0,80403,CN0104300000000,"Cullman County, AL",35607,32795,2812,7.9,0.273,0.193,0.008,4.593784333419319
"Cullman County, Alabama",0500000US01043,17482.0,29.8,1,43,Cullman County,Alabama,2013,18.4,3.6,0.4489,38847.0,80499,CN0104300000000,"Cullman County, AL",35750,33333,2417,6.8,0.298,0.184,0.036000000000000004,4.589368665059145
"Cullman County, Alabama",0500000US01043,17373.0,27.9,1,43,Cullman County,Alabama,2014,17.7,1.3,0.4582,39415.0,80668,CN0104300000000,"Cullman County, AL",35984,33812,2172,6.0,0.27899999999999997,0.177,0.013000000000000001,4.595672549266853
"Cullman County, Alabama",0500000US01043,16371.0,34.7,1,43,Cullman County,Alabama,2015,19.1,1.0,0.4517,38971.0,80965,CN0104300000000,"Cullman County, AL",36296,34376,1920,5.3,0.34700000000000003,0.191,0.01,4.590752693877779
"Cullman County, Alabama",0500000US01043,16327.0,,1,43,Cullman County,Alabama,2016,15.4,1.9,0.4529,39297.0,81316,CN0104300000000,"Cullman County, AL",37594,35720,1874,5.0,,0.154,0.019,4.594370448312677
"Cullman County, Alabama",0500000US01043,16704.0,,1,43,Cullman County,Alabama,2017,15.4,1.1,0.4482,40997.0,81703,CN0104300000000,"Cullman County, AL",38258,36792,1466,3.8,,0.154,0.011000000000000001,4.6127626711063305
"Cullman County, Alabama",0500000US01043,17743.0,,1,43,Cullman County,Alabama,2018,14.8,2.3,0.4548,42558.0,82313,CN0104300000000,"Cullman County, AL",38511,37249,1262,3.3,,0.14800000000000002,0.023,4.62899141487947
"Cullman County, Alabama",0500000US01043,18611.0,,1,43,Cullman County,Alabama,2019,14.3,4.3,0.4416,44918.0,82853,CN0104300000000,"Cullman County, AL",39146,38070,1076,2.7,,0.14300000000000002,0.043,4.652430079305447
"DeKalb County, Alabama",0500000US01049,16540.0,19.2,1,49,DeKalb County,Alabama,2010,15.2,1.8,0.454,35065.0,70038,CN0104900000000,"DeKalb County, AL",30918,27084,3834,12.4,0.192,0.152,0.018000000000000002,4.544886228470487
"DeKalb County, Alabama",0500000US01049,17948.0,38.3,1,49,DeKalb County,Alabama,2011,19.7,1.0,0.454,36853.0,70608,CN0104900000000,"DeKalb County, AL",29778,26292,3486,11.7,0.38299999999999995,0.19699999999999998,0.01,4.566484631507165
"DeKalb County, Alabama",0500000US01049,17189.0,33.4,1,49,DeKalb County,Alabama,2012,18.1,0.8,0.4523,36853.0,70949,CN0104900000000,"DeKalb County, AL",28868,26193,2675,9.3,0.33399999999999996,0.18100000000000002,0.008,4.566484631507165
"DeKalb County, Alabama",0500000US01049,16569.0,,1,49,DeKalb County,Alabama,2013,16.5,2.8,0.4397,37851.0,71076,CN0104900000000,"DeKalb County, AL",29011,26768,2243,7.7,,0.165,0.027999999999999997,4.578088831419088
"DeKalb County, Alabama",0500000US01049,15443.0,,1,49,DeKalb County,Alabama,2014,12.2,1.0,0.4431,37977.0,71074,CN0104900000000,"DeKalb County, AL",28997,27014,1983,6.8,,0.122,0.01,4.579532090157864
"DeKalb County, Alabama",0500000US01049,15745.0,,1,49,DeKalb County,Alabama,2015,9.5,0.5,0.443,38192.0,71068,CN0104900000000,"DeKalb County, AL",28700,26949,1751,6.1,,0.095,0.005,4.58198377286074
"DeKalb County, Alabama",0500000US01049,16746.0,,1,49,DeKalb County,Alabama,2016,18.3,0.6,0.4438,38248.0,70937,CN0104900000000,"DeKalb County, AL",28996,27232,1764,6.1,,0.183,0.006,4.582620085237112
"DeKalb County, Alabama",0500000US01049,17904.0,42.9,1,49,DeKalb County,Alabama,2017,22.3,1.5,0.4648,38842.0,71194,CN0104900000000,"DeKalb County, AL",29915,28541,1374,4.6,0.429,0.223,0.015,4.589312764828422
"DeKalb County, Alabama",0500000US01049,15407.0,,1,49,DeKalb County,Alabama,2018,9.7,1.1,0.4748,39233.0,71200,CN0104900000000,"DeKalb County, AL",30611,29446,1165,3.8,,0.09699999999999999,0.011000000000000001,4.593662587746408
"DeKalb County, Alabama",0500000US01049,17582.0,,1,49,DeKalb County,Alabama,2019,17.8,1.7,0.4723,40440.0,71310,CN0104900000000,"DeKalb County, AL",31641,30703,938,3.0,,0.17800000000000002,0.017,4.606821886016697
"Elmore County, Alabama",0500000US01051,18572.0,27.3,1,51,Elmore County,Alabama,2010,15.5,3.1,0.405,53128.0,77650,CN0105100000000,"Elmore County, AL",36732,33435,3297,9.0,0.273,0.155,0.031,4.725331641647192
"Elmore County, Alabama",0500000US01051,19777.0,17.9,1,51,Elmore County,Alabama,2011,15.3,2.7,0.413,54831.0,78641,CN0105100000000,"Elmore County, AL",36611,33538,3073,8.4,0.179,0.153,0.027000000000000003,4.739034087085792
"Elmore County, Alabama",0500000US01051,20143.0,29.4,1,51,Elmore County,Alabama,2012,21.5,5.3,0.4039,55514.0,79330,CN0105100000000,"Elmore County, AL",36657,34045,2612,7.1,0.294,0.215,0.053,4.744410344150793
"Elmore County, Alabama",0500000US01051,20473.0,32.0,1,51,Elmore County,Alabama,2013,17.8,2.4,0.4083,54766.0,79895,CN0105100000000,"Elmore County, AL",36888,34585,2303,6.2,0.32,0.17800000000000002,0.024,4.738518952009132
"Elmore County, Alabama",0500000US01051,19801.0,31.8,1,51,Elmore County,Alabama,2014,20.3,3.2,0.4103,54159.0,80321,CN0105100000000,"Elmore County, AL",36610,34530,2080,5.7,0.318,0.203,0.032,4.733678655677088
"Elmore County, Alabama",0500000US01051,18729.0,26.1,1,51,Elmore County,Alabama,2015,14.5,4.7,0.4204,53555.0,80763,CN0105100000000,"Elmore County, AL",36655,34803,1852,5.1,0.261,0.145,0.047,4.728808132888155
"Elmore County, Alabama",0500000US01051,19024.0,18.3,1,51,Elmore County,Alabama,2016,17.1,3.5,0.427,53398.0,80957,CN0105100000000,"Elmore County, AL",36921,35161,1760,4.8,0.183,0.171,0.035,4.727533124096939
"Elmore County, Alabama",0500000US01051,18956.0,14.3,1,51,Elmore County,Alabama,2017,14.0,5.3,0.4374,54981.0,80989,CN0105100000000,"Elmore County, AL",37642,36222,1420,3.8,0.14300000000000002,0.14,0.053,4.740220533491551
"Elmore County, Alabama",0500000US01051,18156.0,32.7,1,51,Elmore County,Alabama,2018,17.1,5.0,0.4359,59347.0,81212,CN0105100000000,"Elmore County, AL",37985,36678,1307,3.4,0.327,0.171,0.05,4.77340608801514
"Elmore County, Alabama",0500000US01051,17678.0,25.7,1,51,Elmore County,Alabama,2019,13.8,4.5,0.4413,60891.0,81144,CN0105100000000,"Elmore County, AL",37822,36776,1046,2.8,0.257,0.138,0.045,4.784560238707162
"Etowah County, Alabama",0500000US01055,23691.0,30.7,1,55,Etowah County,Alabama,2010,17.0,2.0,0.453,36422.0,104066,CN0105500000000,"Etowah County, AL",44018,39278,4740,10.8,0.307,0.17,0.02,4.561375713830891
"Etowah County, Alabama",0500000US01055,24626.0,37.0,1,55,Etowah County,Alabama,2011,18.8,1.4,0.4514,37772.0,104216,CN0105500000000,"Etowah County, AL",44723,40258,4465,10.0,0.37,0.188,0.013999999999999999,4.577181478650815
"Etowah County, Alabama",0500000US01055,23617.0,34.4,1,55,Etowah County,Alabama,2012,18.6,2.8,0.4514,37660.0,104317,CN0105500000000,"Etowah County, AL",44283,40540,3743,8.5,0.344,0.18600000000000003,0.027999999999999997,4.575891847510599
"Etowah County, Alabama",0500000US01055,24256.0,39.3,1,55,Etowah County,Alabama,2013,22.5,0.4,0.4436,38013.0,104260,CN0105500000000,"Etowah County, AL",43830,40453,3377,7.7,0.39299999999999996,0.225,0.004,4.579943570379943
"Etowah County, Alabama",0500000US01055,23035.0,30.0,1,55,Etowah County,Alabama,2014,18.5,2.6,0.4458,38467.0,104126,CN0105500000000,"Etowah County, AL",43798,40729,3069,7.0,0.3,0.185,0.026000000000000002,4.585099607374064
"Etowah County, Alabama",0500000US01055,22330.0,24.4,1,55,Etowah County,Alabama,2015,17.4,2.6,0.4363,39220.0,103766,CN0105500000000,"Etowah County, AL",42586,39936,2650,6.2,0.244,0.174,0.026000000000000002,4.593518662481825
"Etowah County, Alabama",0500000US01055,23405.0,44.8,1,55,Etowah County,Alabama,2016,20.1,1.0,0.4391,40478.0,103363,CN0105500000000,"Etowah County, AL",42914,40372,2542,5.9,0.44799999999999995,0.201,0.01,4.607229775080599
