NAME,GEO_ID,pop_total_18_24,pop_total_25_34,pop_total_25_plus,hs_18_24,some_college_asso_18_24,ba_higher_18_24,hs_25_plus,some_college_25_plus,asso_25_plus,ba_25_plus,grad_prof_25_plus,hs_higher_25_plus,ba_higher_25_plus,hs_higher_25_34,ba_higher_25_34,state,county,County,State,Year,gini,income,population,LAUS,County Name/State Abbreviation,force,employed,unemployed,unemployment,hs_18_24D,some_college_asso_18_24D,ba_higher_18_24D,hs_25_plusD,some_college_25_plusD,asso_25_plusD,ba_25_plusD,grad_prof_25_plusD,hs_higher_25_plusD,ba_higher_25_plusD,hs_higher_25_34D,ba_higher_25_34D,log10_income
"Baldwin County, Alabama",0500000US01003,13087.0,21568.0,127969.0,34.7,32.2,10.7,30.7,22.0,7.8,19.8,7.4,87.7,27.2,80.8,29.8,1,3,Baldwin County,Alabama,2010,0.439,50147.0,175791,CN0100300000000,"Baldwin County, AL",83551,75283,8268,9.9,0.34700000000000003,0.322,0.107,0.307,0.22,0.078,0.198,0.07400000000000001,0.877,0.272,0.8079999999999999,0.298,4.700253617191251
"Baldwin County, Alabama",0500000US01003,13225.0,23402.0,131214.0,38.5,40.2,8.9,29.9,23.9,8.4,18.4,9.9,90.4,28.3,94.4,25.6,1,3,Baldwin County,Alabama,2011,0.437,51321.0,179523,CN0100300000000,"Baldwin County, AL",85077,77459,7618,9.0,0.385,0.402,0.08900000000000001,0.299,0.239,0.084,0.184,0.099,0.904,0.28300000000000003,0.9440000000000001,0.256,4.71030357233343
"Baldwin County, Alabama",0500000US01003,14842.0,22639.0,133433.0,31.4,51.0,3.7,28.4,23.7,8.0,19.1,10.0,89.2,29.1,80.4,19.3,1,3,Baldwin County,Alabama,2012,0.4364,50706.0,183226,CN0100300000000,"Baldwin County, AL",84507,77973,6534,7.7,0.314,0.51,0.037000000000000005,0.284,0.237,0.08,0.191,0.1,0.892,0.29100000000000004,0.804,0.193,4.705067916957132
"Baldwin County, Alabama",0500000US01003,16219.0,23066.0,135016.0,32.6,30.2,11.6,29.3,22.0,10.3,19.7,9.2,90.6,29.0,89.1,25.9,1,3,Baldwin County,Alabama,2013,0.4455,50221.0,187114,CN0100300000000,"Baldwin County, AL",85206,79466,5740,6.7,0.326,0.302,0.11599999999999999,0.293,0.22,0.10300000000000001,0.19699999999999998,0.092,0.9059999999999999,0.29,0.8909999999999999,0.259,4.700894003710806
"Baldwin County, Alabama",0500000US01003,14901.0,23464.0,140588.0,33.6,28.9,8.6,25.5,23.4,9.5,20.0,10.5,89.0,30.5,83.1,31.8,1,3,Baldwin County,Alabama,2014,0.4517,50183.0,191205,CN0100300000000,"Baldwin County, AL",86546,81265,5281,6.1,0.336,0.289,0.086,0.255,0.23399999999999999,0.095,0.2,0.105,0.89,0.305,0.831,0.318,4.700565274529278
"Baldwin County, Alabama",0500000US01003,15081.0,23734.0,143738.0,38.1,36.3,9.3,31.7,20.9,8.7,21.0,8.5,90.8,29.5,89.8,24.9,1,3,Baldwin County,Alabama,2015,0.4564,50254.0,195121,CN0100300000000,"Baldwin County, AL",87493,82619,4874,5.6,0.381,0.363,0.09300000000000001,0.317,0.209,0.087,0.21,0.085,0.9079999999999999,0.295,0.898,0.249,4.701179277324034
"Baldwin County, Alabama",0500000US01003,15621.0,24663.0,146987.0,25.6,45.9,7.7,28.5,21.2,10.6,17.4,12.3,89.9,29.6,91.4,31.1,1,3,Baldwin County,Alabama,2016,0.4608,51365.0,199510,CN0100300000000,"Baldwin County, AL",89778,84972,4806,5.4,0.256,0.45899999999999996,0.077,0.285,0.212,0.106,0.174,0.12300000000000001,0.899,0.29600000000000004,0.914,0.311,4.710675747434186
"Baldwin County, Alabama",0500000US01003,14570.0,25425.0,152037.0,33.6,42.7,8.5,25.2,22.6,7.9,23.0,10.6,89.3,33.6,83.9,30.9,1,3,Baldwin County,Alabama,2017,0.4618,52562.0,203360,CN0100300000000,"Baldwin County, AL",93152,89286,3866,4.2,0.336,0.42700000000000005,0.085,0.252,0.226,0.079,0.23,0.106,0.893,0.336,0.8390000000000001,0.309,4.7206801443421424
"Baldwin County, Alabama",0500000US01003,15175.0,23498.0,155691.0,43.0,30.6,9.5,28.3,22.1,8.5,20.7,10.7,90.2,31.4,90.0,33.1,1,3,Baldwin County,Alabama,2018,0.4609,55962.0,208107,CN0100300000000,"Baldwin County, AL",96235,92734,3501,3.6,0.43,0.306,0.095,0.28300000000000003,0.221,0.085,0.207,0.107,0.902,0.314,0.9,0.331,4.747900987601837
"Baldwin County, Alabama",0500000US01003,16614.0,24401.0,159717.0,44.5,32.2,9.3,26.2,21.9,10.1,20.5,11.7,90.5,32.2,90.3,27.0,1,3,Baldwin County,Alabama,2019,0.4587,58320.0,212830,CN0100300000000,"Baldwin County, AL",98965,96069,2896,2.9,0.445,0.322,0.09300000000000001,0.262,0.21899999999999997,0.10099999999999999,0.205,0.11699999999999999,0.905,0.322,0.903,0.27,4.765824961996451
"Calhoun County, Alabama",0500000US01015,13039.0,14368.0,78510.0,37.8,38.3,3.8,34.3,21.1,8.2,9.7,5.0,78.3,14.7,79.8,17.0,1,15,Calhoun County,Alabama,2010,0.453,38407.0,117149,CN0101500000000,"Calhoun County, AL",51577,45798,5779,11.2,0.37799999999999995,0.38299999999999995,0.038,0.34299999999999997,0.21100000000000002,0.08199999999999999,0.09699999999999999,0.05,0.7829999999999999,0.147,0.7979999999999999,0.17,4.58442169296111
"Calhoun County, Alabama",0500000US01015,12725.0,14167.0,78147.0,24.9,56.1,2.7,30.6,24.2,5.7,9.9,5.3,75.8,15.2,74.6,14.9,1,15,Calhoun County,Alabama,2011,0.454,39467.0,117614,CN0101500000000,"Calhoun County, AL",51271,45986,5285,10.3,0.249,0.561,0.027000000000000003,0.306,0.242,0.057,0.099,0.053,0.758,0.152,0.746,0.149,4.59624511953028
"Calhoun County, Alabama",0500000US01015,12997.0,14117.0,77984.0,33.3,50.8,5.9,33.0,23.0,6.8,10.7,6.2,79.8,16.9,83.4,17.3,1,15,Calhoun County,Alabama,2012,0.4532,40093.0,117834,CN0101500000000,"Calhoun County, AL",49717,45196,4521,9.1,0.33299999999999996,0.508,0.059000000000000004,0.33,0.23,0.068,0.107,0.062,0.7979999999999999,0.16899999999999998,0.8340000000000001,0.17300000000000001,4.603079386040232
"Calhoun County, Alabama",0500000US01015,12412.0,14869.0,78365.0,25.5,50.2,5.7,33.4,24.4,7.5,8.6,6.5,80.3,15.0,85.7,13.8,1,15,Calhoun County,Alabama,2013,0.4594,39962.0,117714,CN0101500000000,"Calhoun County, AL",48381,44068,4313,8.9,0.255,0.502,0.057,0.33399999999999996,0.244,0.075,0.086,0.065,0.8029999999999999,0.15,0.857,0.138,4.60165808302094
"Calhoun County, Alabama",0500000US01015,11195.0,14708.0,79002.0,24.7,53.2,3.3,31.1,25.6,7.8,12.0,6.8,83.3,18.8,84.7,20.4,1,15,Calhoun County,Alabama,2014,0.4545,40919.0,117186,CN0101500000000,"Calhoun County, AL",47321,43562,3759,7.9,0.247,0.532,0.033,0.311,0.256,0.078,0.12,0.068,0.833,0.188,0.847,0.204,4.611935625040123
"Calhoun County, Alabama",0500000US01015,11733.0,14555.0,78387.0,29.6,49.9,6.0,30.1,27.0,7.6,9.7,7.6,82.0,17.3,90.9,13.5,1,15,Calhoun County,Alabama,2015,0.4464,41703.0,116648,CN0101500000000,"Calhoun County, AL",45808,42566,3242,7.1,0.29600000000000004,0.499,0.06,0.301,0.27,0.076,0.09699999999999999,0.076,0.82,0.17300000000000001,0.909,0.135,4.620177711918963
"Calhoun County, Alabama",0500000US01015,11440.0,14623.0,78218.0,35.4,43.0,9.4,31.7,27.1,7.0,9.3,7.2,82.2,16.5,91.3,19.4,1,15,Calhoun County,Alabama,2016,0.4543,41954.0,115883,CN0101500000000,"Calhoun County, AL",45450,42470,2980,6.6,0.354,0.43,0.094,0.317,0.271,0.07,0.09300000000000001,0.07200000000000001,0.8220000000000001,0.165,0.9129999999999999,0.19399999999999998,4.622783725427208
"Calhoun County, Alabama",0500000US01015,10146.0,15103.0,79582.0,35.1,42.7,6.0,34.0,24.7,7.3,10.6,8.7,85.3,19.3,85.8,15.6,1,15,Calhoun County,Alabama,2017,0.4629,43686.0,115527,CN0101500000000,"Calhoun County, AL",46304,43960,2344,5.1,0.35100000000000003,0.42700000000000005,0.06,0.34,0.247,0.073,0.106,0.087,0.853,0.193,0.858,0.156,4.64035222259514
"Calhoun County, Alabama",0500000US01015,10621.0,16273.0,79172.0,39.2,44.8,8.0,32.5,26.3,7.9,10.0,8.0,84.7,18.0,90.2,20.2,1,15,Calhoun County,Alabama,2018,0.4676,45197.0,115098,CN0101500000000,"Calhoun County, AL",46800,44636,2164,4.6,0.392,0.44799999999999995,0.08,0.325,0.263,0.079,0.1,0.08,0.847,0.18,0.902,0.20199999999999999,4.655119217816228
"Calhoun County, Alabama",0500000US01015,10047.0,14981.0,79084.0,20.9,64.8,5.4,34.5,21.8,9.0,11.5,7.8,84.6,19.3,88.7,13.7,1,15,Calhoun County,Alabama,2019,0.4633,47255.0,114618,CN0101500000000,"Calhoun County, AL",46828,45076,1752,3.7,0.209,0.648,0.054000000000000006,0.345,0.218,0.09,0.115,0.078,0.846,0.193,0.887,0.13699999999999998,4.674456957849724
"Cullman County, Alabama",0500000US01043,7219.0,9232.0,54033.0,23.8,43.5,0.8,33.2,24.1,9.6,9.2,5.2,81.3,14.4,86.9,18.6,1,43,Cullman County,Alabama,2010,0.445,38567.0,79941,CN0104300000000,"Cullman County, AL",35983,32272,3711,10.3,0.23800000000000002,0.435,0.008,0.332,0.24100000000000002,0.096,0.092,0.052000000000000005,0.813,0.14400000000000002,0.8690000000000001,0.18600000000000003,4.586227118474951
"Cullman County, Alabama",0500000US01043,6959.0,9312.0,54990.0,28.0,47.9,1.9,29.8,24.0,8.3,8.9,5.3,76.3,14.2,79.4,9.0,1,43,Cullman County,Alabama,2011,0.4458,38703.0,80246,CN0104300000000,"Cullman County, AL",35673,32295,3378,9.5,0.28,0.479,0.019,0.298,0.24,0.083,0.08900000000000001,0.053,0.763,0.142,0.794,0.09,4.587755851017804
"Cullman County, Alabama",0500000US01043,6819.0,9332.0,55658.0,21.2,54.8,1.1,32.9,26.3,11.8,7.1,5.4,83.4,12.5,93.5,10.1,1,43,Cullman County,Alabama,2012,0.4471,39244.0,80403,CN0104300000000,"Cullman County, AL",35607,32795,2812,7.9,0.212,0.5479999999999999,0.011000000000000001,0.32899999999999996,0.263,0.11800000000000001,0.071,0.054000000000000006,0.8340000000000001,0.125,0.935,0.10099999999999999,4.593784333419319
"Cullman County, Alabama",0500000US01043,7163.0,9646.0,55588.0,34.0,47.5,4.1,31.8,22.3,11.8,11.7,6.2,83.9,17.9,93.0,18.4,1,43,Cullman County,Alabama,2013,0.4489,38847.0,80499,CN0104300000000,"Cullman County, AL",35750,33333,2417,6.8,0.34,0.475,0.040999999999999995,0.318,0.223,0.11800000000000001,0.11699999999999999,0.062,0.8390000000000001,0.179,0.93,0.184,4.589368665059145
"Cullman County, Alabama",0500000US01043,7140.0,9668.0,55841.0,37.3,40.4,4.4,39.3,20.5,9.9,9.3,5.1,84.1,14.4,86.5,14.1,1,43,Cullman County,Alabama,2014,0.4582,39415.0,80668,CN0104300000000,"Cullman County, AL",35984,33812,2172,6.0,0.373,0.40399999999999997,0.044000000000000004,0.39299999999999996,0.205,0.099,0.09300000000000001,0.051,0.841,0.14400000000000002,0.865,0.141,4.595672549266853
"Cullman County, Alabama",0500000US01043,6851.0,10062.0,56756.0,39.8,32.6,8.4,40.2,19.3,10.2,7.7,5.1,82.5,12.8,83.9,15.0,1,43,Cullman County,Alabama,2015,0.4517,38971.0,80965,CN0104300000000,"Cullman County, AL",36296,34376,1920,5.3,0.39799999999999996,0.326,0.084,0.402,0.193,0.102,0.077,0.051,0.825,0.128,0.8390000000000001,0.15,4.590752693877779
"Cullman County, Alabama",0500000US01043,7002.0,10351.0,57469.0,33.4,36.8,3.3,32.2,18.3,10.0,11.4,5.5,77.4,16.9,75.6,19.4,1,43,Cullman County,Alabama,2016,0.4529,39297.0,81316,CN0104300000000,"Cullman County, AL",37594,35720,1874,5.0,0.33399999999999996,0.368,0.033,0.322,0.183,0.1,0.114,0.055,0.774,0.16899999999999998,0.7559999999999999,0.19399999999999998,4.594370448312677
"Cullman County, Alabama",0500000US01043,6747.0,10397.0,57916.0,34.9,45.8,4.7,35.9,22.5,11.4,7.7,4.7,82.2,12.4,88.2,10.0,1,43,Cullman County,Alabama,2017,0.4482,40997.0,81703,CN0104300000000,"Cullman County, AL",38258,36792,1466,3.8,0.349,0.45799999999999996,0.047,0.359,0.225,0.114,0.077,0.047,0.8220000000000001,0.124,0.882,0.1,4.6127626711063305
"Cullman County, Alabama",0500000US01043,6231.0,10274.0,58319.0,30.0,50.6,0.0,31.1,26.8,12.5,8.4,3.7,82.5,12.1,83.3,16.5,1,43,Cullman County,Alabama,2018,0.4548,42558.0,82313,CN0104300000000,"Cullman County, AL",38511,37249,1262,3.3,0.3,0.506,0.0,0.311,0.268,0.125,0.084,0.037000000000000005,0.825,0.121,0.833,0.165,4.62899141487947
"Cullman County, Alabama",0500000US01043,6160.0,10588.0,58795.0,30.4,50.5,7.3,30.5,23.5,11.5,10.1,5.6,81.3,15.7,88.0,16.9,1,43,Cullman County,Alabama,2019,0.4416,44918.0,82853,CN0104300000000,"Cullman County, AL",39146,38070,1076,2.7,0.304,0.505,0.073,0.305,0.235,0.115,0.10099999999999999,0.055999999999999994,0.813,0.157,0.88,0.16899999999999998,4.652430079305447
"DeKalb County, Alabama",0500000US01049,6813.0,9040.0,45794.0,41.8,23.1,2.4,33.3,19.5,7.4,7.9,4.2,72.2,12.1,76.2,15.5,1,49,DeKalb County,Alabama,2010,0.454,35065.0,70038,CN0104900000000,"DeKalb County, AL",30918,27084,3834,12.4,0.418,0.231,0.024,0.33299999999999996,0.195,0.07400000000000001,0.079,0.042,0.722,0.121,0.762,0.155,4.544886228470487
"DeKalb County, Alabama",0500000US01049,5933.0,8125.0,48164.0,17.2,46.8,3.6,35.1,18.8,9.7,5.1,4.8,73.6,9.9,82.0,9.1,1,49,DeKalb County,Alabama,2011,0.454,36853.0,70608,CN0104900000000,"DeKalb County, AL",29778,26292,3486,11.7,0.172,0.46799999999999997,0.036000000000000004,0.35100000000000003,0.188,0.09699999999999999,0.051,0.048,0.736,0.099,0.82,0.091,4.566484631507165
"DeKalb County, Alabama",0500000US01049,7250.0,6581.0,45797.0,29.1,50.8,0.6,41.4,15.8,9.8,5.2,2.9,75.2,8.2,75.0,6.4,1,49,DeKalb County,Alabama,2012,0.4523,36853.0,70949,CN0104900000000,"DeKalb County, AL",28868,26193,2675,9.3,0.29100000000000004,0.508,0.006,0.414,0.158,0.098,0.052000000000000005,0.028999999999999998,0.752,0.08199999999999999,0.75,0.064,4.566484631507165
"DeKalb County, Alabama",0500000US01049,7304.0,7391.0,47327.0,32.0,44.7,5.3,33.4,15.5,9.1,7.0,6.3,71.4,13.3,70.8,11.2,1,49,DeKalb County,Alabama,2013,0.4397,37851.0,71076,CN0104900000000,"DeKalb County, AL",29011,26768,2243,7.7,0.32,0.447,0.053,0.33399999999999996,0.155,0.091,0.07,0.063,0.7140000000000001,0.133,0.708,0.11199999999999999,4.578088831419088
"DeKalb County, Alabama",0500000US01049,6103.0,8190.0,47125.0,33.9,41.1,2.0,31.0,22.5,7.2,7.5,4.6,72.7,12.1,79.1,12.7,1,49,DeKalb County,Alabama,2014,0.4431,37977.0,71074,CN0104900000000,"DeKalb County, AL",28997,27014,1983,6.8,0.33899999999999997,0.41100000000000003,0.02,0.31,0.225,0.07200000000000001,0.075,0.046,0.727,0.121,0.7909999999999999,0.127,4.579532090157864
"DeKalb County, Alabama",0500000US01049,5646.0,8742.0,47507.0,40.5,31.3,2.8,36.6,13.5,9.1,5.0,5.0,69.3,10.0,65.4,5.9,1,49,DeKalb County,Alabama,2015,0.443,38192.0,71068,CN0104900000000,"DeKalb County, AL",28700,26949,1751,6.1,0.405,0.313,0.027999999999999997,0.366,0.135,0.091,0.05,0.05,0.693,0.1,0.654,0.059000000000000004,4.58198377286074
"DeKalb County, Alabama",0500000US01049,5564.0,8571.0,48227.0,40.0,46.6,0.4,31.8,22.1,9.7,6.8,4.1,74.4,10.9,90.5,10.4,1,49,DeKalb County,Alabama,2016,0.4438,38248.0,70937,CN0104900000000,"DeKalb County, AL",28996,27232,1764,6.1,0.4,0.466,0.004,0.318,0.221,0.09699999999999999,0.068,0.040999999999999995,0.7440000000000001,0.109,0.905,0.10400000000000001,4.582620085237112
"DeKalb County, Alabama",0500000US01049,6773.0,7890.0,47604.0,34.8,48.1,1.4,37.4,17.3,7.5,9.8,5.3,77.3,15.1,78.8,15.7,1,49,DeKalb County,Alabama,2017,0.4648,38842.0,71194,CN0104900000000,"DeKalb County, AL",29915,28541,1374,4.6,0.348,0.48100000000000004,0.013999999999999999,0.374,0.17300000000000001,0.075,0.098,0.053,0.773,0.151,0.7879999999999999,0.157,4.589312764828422
"DeKalb County, Alabama",0500000US01049,6071.0,8645.0,48169.0,45.6,36.9,2.4,29.8,19.8,11.4,8.2,6.7,75.7,14.9,77.6,10.2,1,49,DeKalb County,Alabama,2018,0.4748,39233.0,71200,CN0104900000000,"DeKalb County, AL",30611,29446,1165,3.8,0.456,0.369,0.024,0.298,0.198,0.114,0.08199999999999999,0.067,0.757,0.149,0.7759999999999999,0.102,4.593662587746408
"DeKalb County, Alabama",0500000US01049,7072.0,8436.0,47007.0,34.5,44.1,3.8,38.0,18.4,9.4,7.9,4.9,78.6,12.8,83.5,15.9,1,49,DeKalb County,Alabama,2019,0.4723,40440.0,71310,CN0104900000000,"DeKalb County, AL",31641,30703,938,3.0,0.345,0.441,0.038,0.38,0.184,0.094,0.079,0.049,0.7859999999999999,0.128,0.835,0.159,4.606821886016697
"Elmore County, Alabama",0500000US01051,7555.0,11214.0,53657.0,39.8,34.7,3.8,31.4,24.9,8.1,13.5,8.1,85.9,21.6,87.3,18.2,1,51,Elmore County,Alabama,2010,0.405,53128.0,77650,CN0105100000000,"Elmore County, AL",36732,33435,3297,9.0,0.39799999999999996,0.34700000000000003,0.038,0.314,0.249,0.081,0.135,0.081,0.8590000000000001,0.21600000000000003,0.873,0.182,4.725331641647192
"Elmore County, Alabama",0500000US01051,7789.0,10284.0,53901.0,33.9,33.1,4.9,31.7,23.5,9.9,15.5,6.1,86.6,21.6,84.6,28.6,1,51,Elmore County,Alabama,2011,0.413,54831.0,78641,CN0105100000000,"Elmore County, AL",36611,33538,3073,8.4,0.33899999999999997,0.331,0.049,0.317,0.235,0.099,0.155,0.061,0.866,0.21600000000000003,0.846,0.28600000000000003,4.739034087085792
"Elmore County, Alabama",0500000US01051,7393.0,11240.0,54653.0,33.5,33.8,8.6,38.5,21.6,7.8,13.3,7.4,88.6,20.7,86.0,21.9,1,51,Elmore County,Alabama,2012,0.4039,55514.0,79330,CN0105100000000,"Elmore County, AL",36657,34045,2612,7.1,0.335,0.33799999999999997,0.086,0.385,0.21600000000000003,0.078,0.133,0.07400000000000001,0.8859999999999999,0.207,0.86,0.21899999999999997,4.744410344150793
"Elmore County, Alabama",0500000US01051,7541.0,10729.0,54846.0,31.7,35.2,12.7,40.0,22.2,8.4,9.8,8.0,88.5,17.8,89.6,11.5,1,51,Elmore County,Alabama,2013,0.4083,54766.0,79895,CN0105100000000,"Elmore County, AL",36888,34585,2303,6.2,0.317,0.35200000000000004,0.127,0.4,0.222,0.084,0.098,0.08,0.885,0.17800000000000002,0.8959999999999999,0.115,4.738518952009132
"Elmore County, Alabama",0500000US01051,8761.0,9978.0,53616.0,44.2,34.4,6.4,38.2,18.2,9.1,14.2,8.5,88.2,22.7,85.4,15.9,1,51,Elmore County,Alabama,2014,0.4103,54159.0,80321,CN0105100000000,"Elmore County, AL",36610,34530,2080,5.7,0.442,0.344,0.064,0.382,0.182,0.091,0.142,0.085,0.882,0.22699999999999998,0.8540000000000001,0.159,4.733678655677088
"Elmore County, Alabama",0500000US01051,7206.0,10284.0,55400.0,31.0,44.9,4.8,33.9,19.4,9.9,13.6,7.2,84.0,20.7,88.5,22.6,1,51,Elmore County,Alabama,2015,0.4204,53555.0,80763,CN0105100000000,"Elmore County, AL",36655,34803,1852,5.1,0.31,0.449,0.048,0.33899999999999997,0.19399999999999998,0.099,0.136,0.07200000000000001,0.84,0.207,0.885,0.226,4.728808132888155
"Elmore County, Alabama",0500000US01051,6948.0,11622.0,56224.0,46.1,35.4,4.6,30.3,21.4,9.1,15.8,10.2,86.8,26.0,82.5,22.6,1,51,Elmore County,Alabama,2016,0.427,53398.0,80957,CN0105100000000,"Elmore County, AL",36921,35161,1760,4.8,0.461,0.354,0.046,0.303,0.214,0.091,0.158,0.102,0.868,0.26,0.825,0.226,4.727533124096939
"Elmore County, Alabama",0500000US01051,7800.0,10357.0,55782.0,51.7,20.6,7.2,31.4,20.1,10.3,16.0,8.9,86.6,24.9,78.6,17.8,1,51,Elmore County,Alabama,2017,0.4374,54981.0,80989,CN0105100000000,"Elmore County, AL",37642,36222,1420,3.8,0.517,0.20600000000000002,0.07200000000000001,0.314,0.201,0.10300000000000001,0.16,0.08900000000000001,0.866,0.249,0.7859999999999999,0.17800000000000002,4.740220533491551
"Elmore County, Alabama",0500000US01051,6532.0,12140.0,56793.0,43.1,49.8,0.0,32.5,19.1,9.9,17.9,7.4,86.8,25.3,87.2,19.9,1,51,Elmore County,Alabama,2018,0.4359,59347.0,81212,CN0105100000000,"Elmore County, AL",37985,36678,1307,3.4,0.431,0.498,0.0,0.325,0.191,0.099,0.179,0.07400000000000001,0.868,0.253,0.872,0.19899999999999998,4.77340608801514
"Elmore County, Alabama",0500000US01051,5605.0,13121.0,57553.0,34.4,38.9,7.9,34.7,20.0,10.1,16.4,8.5,89.7,24.9,89.2,22.6,1,51,Elmore County,Alabama,2019,0.4413,60891.0,81144,CN0105100000000,"Elmore County, AL",37822,36776,1046,2.8,0.344,0.389,0.079,0.34700000000000003,0.2,0.10099999999999999,0.16399999999999998,0.085,0.897,0.249,0.892,0.226,4.784560238707162
"Etowah County, Alabama",0500000US01055,9078.0,11962.0,71575.0,29.0,38.5,4.5,33.4,26.8,7.5,8.2,4.7,80.6,12.9,73.9,13.0,1,55,Etowah County,Alabama,2010,0.453,36422.0,104066,CN0105500000000,"Etowah County, AL",44018,39278,4740,10.8,0.29,0.385,0.045,0.33399999999999996,0.268,0.075,0.08199999999999999,0.047,0.8059999999999999,0.129,0.7390000000000001,0.13,4.561375713830891
"Etowah County, Alabama",0500000US01055,8678.0,12330.0,71922.0,31.8,39.6,6.6,32.0,27.8,9.0,7.8,6.1,82.6,13.9,85.2,15.4,1,55,Etowah County,Alabama,2011,0.4514,37772.0,104216,CN0105500000000,"Etowah County, AL",44723,40258,4465,10.0,0.318,0.396,0.066,0.32,0.278,0.09,0.078,0.061,0.826,0.139,0.852,0.154,4.577181478650815
"Etowah County, Alabama",0500000US01055,9249.0,12379.0,71725.0,28.8,48.5,2.4,34.8,21.8,8.7,10.5,4.6,80.4,15.0,83.7,19.7,1,55,Etowah County,Alabama,2012,0.4514,37660.0,104317,CN0105500000000,"Etowah County, AL",44283,40540,3743,8.5,0.28800000000000003,0.485,0.024,0.348,0.218,0.087,0.105,0.046,0.804,0.15,0.8370000000000001,0.19699999999999998,4.575891847510599
"Etowah County, Alabama",0500000US01055,9263.0,11415.0,71748.0,38.7,44.3,2.6,31.3,25.5,8.9,9.9,6.3,81.9,16.2,86.2,11.7,1,55,Etowah County,Alabama,2013,0.4436,38013.0,104260,CN0105500000000,"Etowah County, AL",43830,40453,3377,7.7,0.387,0.44299999999999995,0.026000000000000002,0.313,0.255,0.08900000000000001,0.099,0.063,0.8190000000000001,0.162,0.862,0.11699999999999999,4.579943570379943
"Etowah County, Alabama",0500000US01055,9395.0,11581.0,71479.0,34.3,37.4,6.4,32.8,26.0,8.1,10.1,6.6,83.6,16.7,85.1,19.4,1,55,Etowah County,Alabama,2014,0.4458,38467.0,104126,CN0105500000000,"Etowah County, AL",43798,40729,3069,7.0,0.34299999999999997,0.374,0.064,0.32799999999999996,0.26,0.081,0.10099999999999999,0.066,0.836,0.16699999999999998,0.851,0.19399999999999998,4.585099607374064
"Etowah County, Alabama",0500000US01055,8922.0,11218.0,71551.0,23.7,47.2,8.0,31.4,26.7,8.4,10.9,6.4,83.8,17.3,83.0,19.8,1,55,Etowah County,Alabama,2015,0.4363,39220.0,103766,CN0105500000000,"Etowah County, AL",42586,39936,2650,6.2,0.237,0.47200000000000003,0.08,0.314,0.267,0.084,0.109,0.064,0.838,0.17300000000000001,0.83,0.198,4.593518662481825
"Etowah County, Alabama",0500000US01055,8798.0,11409.0,71104.0,22.3,62.6,0.8,34.8,23.5,7.7,9.7,5.9,81.5,15.6,83.2,13.8,1,55,Etowah County,Alabama,2016,0.4391,40478.0,103363,CN0105500000000,"Etowah County, AL",42914,40372,2542,5.9,0.223,0.626,0.008,0.348,0.235,0.077,0.09699999999999999,0.059000000000000004,0.815,0.156,0.8320000000000001,0.138,4.607229775080599
"Etowah County, Alabama",0500000US01055,8569.0,12259.0,71846.0,35.0,42.8,5.7,33.2,22.8,8.6,11.7,7.7,83.9,19.3,88.9,16.7,1,55,Etowah County,Alabama,2017,0.4441,42064.0,103132,CN0105500000000,"Etowah County, AL",43562,41517,2045,4.7,0.35,0.428,0.057,0.332,0.228,0.086,0.11699999999999999,0.077,0.8390000000000001,0.193,0.889,0.16699999999999998,4.623920893251629
"Etowah County, Alabama",0500000US01055,9100.0,12260.0,71369.0,35.3,44.4,7.6,33.2,24.4,10.7,12.2,7.7,88.1,19.9,90.1,14.8,1,55,Etowah County,Alabama,2018,0.4483,44023.0,102939,CN0105500000000,"Etowah County, AL",43707,41919,1788,4.1,0.353,0.444,0.076,0.332,0.244,0.107,0.122,0.077,0.8809999999999999,0.19899999999999998,0.9009999999999999,0.14800000000000002,4.6436894998031
"Etowah County, Alabama",0500000US01055,8535.0,12286.0,71744.0,24.9,58.4,2.4,32.1,25.5,9.3,10.5,6.8,84.1,17.2,83.2,8.9,1,55,Etowah County,Alabama,2019,0.4594,44637.0,102748,CN0105500000000,"Etowah County, AL",43148,41614,1534,3.6,0.249,0.584,0.024,0.321,0.255,0.09300000000000001,0.105,0.068,0.841,0.172,0.8320000000000001,0.08900000000000001,4.6497047278555526
"Houston County, Alabama",0500000US01069,8438.0,13159.0,68538.0,40.0,31.0,6.0,34.6,21.9,8.7,11.3,6.9,83.4,18.1,82.8,16.1,1,69,Houston County,Alabama,2010,0.466,41022.0,99029,CN0106900000000,"Houston County, AL",46463,42261,4202,9.0,0.4,0.31,0.06,0.34600000000000003,0.21899999999999997,0.087,0.113,0.069,0.8340000000000001,0.18100000000000002,0.828,0.161,4.613027417022225
"Houston County, Alabama",0500000US01069,8401.0,12927.0,69105.0,38.7,36.6,4.5,35.1,20.7,8.4,12.7,6.9,83.8,19.6,90.6,24.5,1,69,Houston County,Alabama,2011,0.4638,41766.0,100310,CN0106900000000,"Houston County, AL",46794,42767,4027,8.6,0.387,0.366,0.045,0.35100000000000003,0.207,0.084,0.127,0.069,0.838,0.196,0.9059999999999999,0.245,4.6208332822980225
"Houston County, Alabama",0500000US01069,8366.0,13324.0,69979.0,34.1,40.6,5.7,34.3,20.9,7.4,14.6,7.3,84.5,21.9,86.4,27.8,1,69,Houston County,Alabama,2012,0.4712,41828.0,101459,CN0106900000000,"Houston County, AL",46100,42525,3575,7.8,0.341,0.406,0.057,0.34299999999999997,0.209,0.07400000000000001,0.146,0.073,0.845,0.21899999999999997,0.8640000000000001,0.278,4.621477482087846
